microryzomys_minutus f1:-64.7 f:-17.85
microryzomys_minutus f1:-67.8333 f:-16.3333
microryzomys_minutus f1:-67.8833 f:-16.3
microryzomys_minutus f1:-67.8 f:-16.2667
microryzomys_minutus f1:-67.9833 f:-15.9
microryzomys_minutus f1:-70.9167 f:-13.5
microryzomys_minutus f1:-72.5 f:-13.1667
microryzomys_minutus f1:-72.5667 f:-13.1167
microryzomys_minutus f1:-72.35 f:-12.8833
microryzomys_minutus f1:-73.8167 f:-12.7833
microryzomys_minutus f1:-75.7 f:-11.4167
microryzomys_minutus f1:-75.5333 f:-11.2667
microryzomys_minutus f1:-75.8667 f:-10.4667
microryzomys_minutus f1:-76.2333 f:-9.9167
microryzomys_minutus f1:-76.15 f:-9.7
microryzomys_minutus f1:-76.0333 f:-9.7
microryzomys_minutus f1:-79.05 f:-6.9
microryzomys_minutus f1:-77.7 f:-6.63333
microryzomys_minutus f1:-77.55 f:-6.18333
microryzomys_minutus f1:-77.3333 f:-6.11667
microryzomys_minutus f1:-77.95 f:-5.88333
microryzomys_minutus f1:-78.1667 f:-5.5
microryzomys_minutus f1:-79.6 f:-5.4
microryzomys_minutus f1:-79.3833 f:-5.11667
microryzomys_minutus f1:-79.6667 f:-3.66667
microryzomys_minutus f1:-79.6833 f:-3.63333
microryzomys_minutus f1:-79.4333 f:-2.8
microryzomys_minutus f1:-78.9833 f:-2.28333
microryzomys_minutus f1:-78.4333 f:-1.45
microryzomys_minutus f1:-78.4167 f:-1.4
microryzomys_minutus f1:-78.4833 f:-1.36667
microryzomys_minutus f1:-77.8833 f:-0.45
microryzomys_minutus f1:-78.3833 f:-0.36667
microryzomys_minutus f1:-78.4 f:-0.21667
microryzomys_minutus f1:-78.6 f:-0.1
microryzomys_minutus f1:-78.5833 f:-0.05
microryzomys_minutus f1:-78.4167 f:0.116667
microryzomys_minutus f1:-78.8333 f:0.116667
microryzomys_minutus f1:-78.5333 f:0.15
microryzomys_minutus f1:-78.8667 f:0.2
microryzomys_minutus f1:-76.6 f:1.916667
microryzomys_minutus f1:-76.4833 f:1.95
microryzomys_minutus f1:-76.5667 f:1.95
microryzomys_minutus f1:-76.3 f:2.483333
microryzomys_minutus f1:-76.95 f:2.533333
microryzomys_minutus f1:-76.9167 f:2.583333
microryzomys_minutus f1:-77.2 f:2.666667
microryzomys_minutus f1:-76.95 f:2.666667
microryzomys_minutus f1:-74.3667 f:4.35
microryzomys_minutus f1:-75.3667 f:4.433333
microryzomys_minutus f1:-74.0833 f:4.566667
microryzomys_minutus f1:-75.5 f:4.583333
microryzomys_minutus f1:-74.0833 f:4.6
microryzomys_minutus f1:-75.5667 f:4.633333
microryzomys_minutus f1:-74.5333 f:4.75
microryzomys_minutus f1:-74.6333 f:4.85
microryzomys_minutus f1:-73.8667 f:4.866667
microryzomys_minutus f1:-75.55 f:6.166667
microryzomys_minutus f1:-76.0667 f:6.466667
microryzomys_minutus f1:-75.45 f:7.083333
microryzomys_minutus f1:-72.4333 f:7.45
microryzomys_minutus f1:-71.15 f:8.6
microryzomys_minutus f1:-71.4 f:8.6
microryzomys_minutus f1:-71.0167 f:8.6
microryzomys_minutus f1:-71.35 f:8.633333
microryzomys_minutus f1:-71.0833 f:8.75
microryzomys_minutus f1:-70.85 f:8.8
microryzomys_minutus f1:-71.25 f:8.833333
microryzomys_minutus f1:-70.7667 f:8.983333
microryzomys_minutus f1:-70.3 f:9.35
microryzomys_minutus f1:-63.8667 f:10.11667
microryzomys_minutus f1:-63.5333 f:10.2
microryzomys_minutus f1:-67.1667 f:10.43333
microryzomys_minutus f1:-66.8667 f:10.55
microryzomys_minutus f1:-73.65 f:10.71667
microryzomys_minutus f1:-73.5 f:10.91667
microryzomys_minutus f1:-77.8333 f:-6.75
microryzomys_minutus f1:-79.0167 f:-3.41667
microryzomys_minutus f1:-79.1333 f:-2.85
microryzomys_minutus f1:-78.95 f:-2.48333
microryzomys_minutus f1:-78.9667 f:-2.4
microryzomys_minutus f1:-78.5 f:-1.3
microryzomys_minutus f1:-78.1333 f:-0.36667
microryzomys_minutus f1:-78.4667 f:-0.3
microryzomys_minutus f1:-78.55 f:-0.16667
microryzomys_minutus f1:-78.2667 f:0.13333
microryzomys_minutus f1:-77.8167 f:0.6
microryzomys_minutus f1:-75.3833 f:4.96667
bradypus_variegatus f1:-65.4 f:-10.3833
bradypus_variegatus f1:-65.3833 f:-10.3833
bradypus_variegatus f1:-65.1333 f:-16.8
bradypus_variegatus f1:-63.6667 f:-17.45
bradypus_variegatus f1:-63.85 f:-17.4
bradypus_variegatus f1:-64.4167 f:-16
bradypus_variegatus f1:-63.1667 f:-17.8
bradypus_variegatus f1:-56.7333 f:-2.6
bradypus_variegatus f1:-59.1333 f:-3.7
bradypus_variegatus f1:-60.0833 f:-3.1333
bradypus_variegatus f1:-64.8333 f:-0.5167
bradypus_variegatus f1:-60.0167 f:-3.1333
bradypus_variegatus f1:-62.0833 f:-3.8333
bradypus_variegatus f1:-40.0667 f:-19.3333
bradypus_variegatus f1:-52.6667 f:-3.8333
bradypus_variegatus f1:-49.5 f:-1
bradypus_variegatus f1:-55.55 f:-1.9167
bradypus_variegatus f1:-52.2 f:-1.7
bradypus_variegatus f1:-54.9833 f:-2.75
bradypus_variegatus f1:-55.5 f:-3.6667
bradypus_variegatus f1:-55.1333 f:-2.8333
bradypus_variegatus f1:-55 f:-2.4333
bradypus_variegatus f1:-54.7 f:-2.4333
bradypus_variegatus f1:-55.1 f:-3.0833
bradypus_variegatus f1:-55.2833 f:-3.45
bradypus_variegatus f1:-49.6833 f:-2.6833
bradypus_variegatus f1:-49.5 f:-2.25
bradypus_variegatus f1:-49.5 f:-2.5833
bradypus_variegatus f1:-46.7333 f:-23.45
bradypus_variegatus f1:-69.95 f:-4.15
bradypus_variegatus f1:-76.2667 f:7.0167
bradypus_variegatus f1:-75.5833 f:6.25
bradypus_variegatus f1:-76.7167 f:8.1
bradypus_variegatus f1:-75.05 f:7.35
bradypus_variegatus f1:-75.0667 f:9.9667
bradypus_variegatus f1:-74 f:10.3
bradypus_variegatus f1:-73.4333 f:10.15
bradypus_variegatus f1:-76.6833 f:5.1
bradypus_variegatus f1:-77.7667 f:7.1167
bradypus_variegatus f1:-76.6667 f:5.7
bradypus_variegatus f1:-76.95 f:5.05
bradypus_variegatus f1:-77.1667 f:7.6667
bradypus_variegatus f1:-77.1167 f:8.0167
bradypus_variegatus f1:-75.6833 f:8.2833
bradypus_variegatus f1:-74.7333 f:9.1167
bradypus_variegatus f1:-76.2833 f:7.85
bradypus_variegatus f1:-74.3 f:4.5833
bradypus_variegatus f1:-67.9333 f:3.8667
bradypus_variegatus f1:-71.3167 f:12.35
bradypus_variegatus f1:-73.6167 f:4.15
bradypus_variegatus f1:-78.15 f:1.6833
bradypus_variegatus f1:-72.5833 f:8.5
bradypus_variegatus f1:-72.5167 f:7.9
bradypus_variegatus f1:-74.7667 f:-0.2
bradypus_variegatus f1:-75.3333 f:0.4667
bradypus_variegatus f1:-73.9167 f:7.1667
bradypus_variegatus f1:-75.4 f:9.3
bradypus_variegatus f1:-75.35 f:9.5
bradypus_variegatus f1:-76.9333 f:4
bradypus_variegatus f1:-77.0833 f:3.6833
bradypus_variegatus f1:-84.5 f:10.3333
bradypus_variegatus f1:-83.6333 f:9.8833
bradypus_variegatus f1:-84.0167 f:10.6333
bradypus_variegatus f1:-83.5667 f:9.9167
bradypus_variegatus f1:-83.4667 f:8.95
bradypus_variegatus f1:-79.65 f:-3.7167
bradypus_variegatus f1:-79.4667 f:0.3333
bradypus_variegatus f1:-79.75 f:-1.5333
bradypus_variegatus f1:-79.6 f:-0.4667
bradypus_variegatus f1:-77.1333 f:-0.7
bradypus_variegatus f1:-77.95 f:-1.4833
bradypus_variegatus f1:-79.15 f:-0.25
bradypus_variegatus f1:-85.9333 f:13.1833
bradypus_variegatus f1:-83.7 f:10.9333
bradypus_variegatus f1:-84.5333 f:13.95
bradypus_variegatus f1:-84.4333 f:12.15
bradypus_variegatus f1:-83.7667 f:12.15
bradypus_variegatus f1:-82.4 f:9.3
bradypus_variegatus f1:-82.5167 f:9.45
bradypus_variegatus f1:-81.8 f:8.9333
bradypus_variegatus f1:-82.7833 f:9.6
bradypus_variegatus f1:-82.25 f:9.1833
bradypus_variegatus f1:-79.8167 f:9.1667
bradypus_variegatus f1:-79.9333 f:9.25
bradypus_variegatus f1:-79.9833 f:9.25
bradypus_variegatus f1:-79.9 f:9.2167
bradypus_variegatus f1:-79.6 f:9.2833
bradypus_variegatus f1:-77.3 f:8.1667
bradypus_variegatus f1:-77.6 f:8
bradypus_variegatus f1:-77.75 f:8.1
bradypus_variegatus f1:-77.7333 f:8.1333
bradypus_variegatus f1:-78.3667 f:7.9667
bradypus_variegatus f1:-77.4333 f:7.9833
bradypus_variegatus f1:-79.5833 f:8.95
bradypus_variegatus f1:-79.85 f:9.15
bradypus_variegatus f1:-79.35 f:9.2333
bradypus_variegatus f1:-79.8 f:8.8667
bradypus_variegatus f1:-79.6 f:8.9
bradypus_variegatus f1:-77.1167 f:-4.65
bradypus_variegatus f1:-74.0833 f:-2.3667
bradypus_variegatus f1:-73.25 f:-3.7667
bradypus_variegatus f1:-74.2167 f:-4.8333
bradypus_variegatus f1:-72.1 f:-3.3167
bradypus_variegatus f1:-72.1333 f:-3.4333
bradypus_variegatus f1:-73.05 f:-3.4667
bradypus_variegatus f1:-74.2167 f:-4.7
bradypus_variegatus f1:-75.1 f:-6.7333
bradypus_variegatus f1:-76.05 f:-5.8333
bradypus_variegatus f1:-74.5333 f:-8.3833
bradypus_variegatus f1:-65.55 f:3.1667
bradypus_variegatus f1:-65.9167 f:3.0833
bradypus_variegatus f1:-66.2167 f:5.3
bradypus_variegatus f1:-67.6833 f:10.3667
bradypus_variegatus f1:-68.3833 f:10.5333
bradypus_variegatus f1:-66.8333 f:10.3667
bradypus_variegatus f1:-72.6 f:9.15
bradypus_variegatus_0 f1:-65.4 f:-10.3833
bradypus_variegatus_0 f1:-65.1333 f:-16.8
bradypus_variegatus_0 f1:-63.85 f:-17.4
bradypus_variegatus_0 f1:-63.1667 f:-17.8
bradypus_variegatus_0 f1:-56.7333 f:-2.6
bradypus_variegatus_0 f1:-59.1333 f:-3.7
bradypus_variegatus_0 f1:-60.0833 f:-3.1333
